CNES - Recursos Físicos - Ambulatório - Leitos de Repouso e Observação - Brasil
Leitos Repouso/Observação Indif por Município e Ano/mês compet.
Período:Dez/2005, Dez/2006, Dez/2007, Dez/2008, Dez/2009, Dez/2010, Dez/2011, Dez/2012, Dez/2013, Dez/2014, Dez/2015, Dez/2016, Dez/2017, Dez/2018, Dez/2019, Dez/2020
"Município";"2005/Dez";"2006/Dez";"2007/Dez";"2008/Dez";"2009/Dez";"2010/Dez";"2011/Dez";"2012/Dez";"2013/Dez";"2014/Dez";"2015/Dez";"2016/Dez";"2017/Dez";"2018/Dez";"2019/Dez";"2020/Dez"
"351270 Corumbataí";-;2;2;4;4;4;4;4;4;4;4;4;4;4;4;6
"351280 Cosmópolis";1;1;1;1;1;1;1;1;1;1;1;1;1;1;9;9
"351290 Cosmorama";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"351300 Cotia";10;10;14;13;13;13;16;16;16;16;12;12;8;48;48;48
"351310 Cravinhos";2;2;2;2;-;-;-;-;-;-;-;-;-;-;-;-
"351320 Cristais Paulista";5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;7
"351330 Cruzália";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"351340 Cruzeiro";2;4;4;6;6;6;6;6;6;20;20;20;20;20;20;22
"351350 Cubatão";3;3;3;5;5;7;7;9;10;12;13;13;15;15;15;15
"351360 Cunha";-;-;-;1;1;1;1;1;1;1;1;1;1;1;1;1
"351370 Descalvado";3;3;3;5;5;5;5;5;3;3;3;3;3;3;3;3
"351380 Diadema";34;54;58;73;57;64;63;69;59;59;60;51;46;60;62;60
"351385 Dirce Reis";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"351390 Divinolândia";2;2;15;15;-;-;-;-;-;-;-;-;-;-;-;-
"351400 Dobrada";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"351410 Dois Córregos";-;-;-;1;1;1;-;-;-;-;-;-;-;-;-;-
"351420 Dolcinópolis";5;5;5;5;5;5;5;5;5;5;5;9;4;4;6;6
"351430 Dourado";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"351440 Dracena";16;16;16;16;16;16;16;16;16;16;16;17;17;15;17;27
"351450 Duartina";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"351460 Dumont";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"351470 Echaporã";-;10;10;10;10;10;10;-;-;-;-;-;-;-;-;-
"351480 Eldorado";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"351490 Elias Fausto";-;-;4;7;7;7;7;7;7;7;7;7;7;7;7;8
"351492 Elisiário";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"351495 Embaúba";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"351500 Embu das Artes";12;12;13;11;11;11;11;10;10;10;10;10;12;12;18;18
"351510 Embu-Guaçu";4;4;4;4;4;6;6;4;4;-;-;-;-;-;-;-
"351512 Emilianópolis";8;8;8;8;8;8;8;8;8;8;8;-;-;-;-;-
"351515 Engenheiro Coelho";4;4;4;4;4;-;-;-;-;-;-;-;-;-;-;-
"351518 Espírito Santo do Pinhal";6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;7
"351519 Espírito Santo do Turvo";5;5;5;5;5;5;5;5;5;5;5;5;5;-;-;-
"355730 Estiva Gerbi";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"351520 Estrela d'Oeste";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"351530 Estrela do Norte";2;2;2;6;6;6;6;6;6;6;6;6;6;6;6;6
"351535 Euclides da Cunha Paulista";4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
"351540 Fartura";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"351560 Fernando Prestes";5;5;5;5;5;5;5;5;2;2;2;2;2;2;2;2
"351550 Fernandópolis";4;4;4;4;4;4;4;14;14;24;24;23;23;23;23;24
"351565 Fernão";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"351570 Ferraz de Vasconcelos";1;1;1;1;1;1;7;7;7;7;7;7;7;7;9;9
"351580 Flora Rica";3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
"351590 Floreal";4;4;4;4;4;4;4;4;7;7;7;7;7;7;4;4
"351600 Flórida Paulista";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"351610 Florínia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"351620 Franca";28;34;36;32;32;36;37;89;93;93;86;92;92;92;88;75
"351630 Francisco Morato";-;-;-;-;-;-;-;-;-;-;7;7;7;7;7;7
"351640 Franco da Rocha";6;5;5;6;5;5;5;5;5;6;3;6;6;8;8;8
"351650 Gabriel Monteiro";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"351660 Gália";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"351670 Garça";7;7;7;7;2;2;4;5;5;5;5;5;5;6;6;6
"351680 Gastão Vidigal";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"351685 Gavião Peixoto";2;2;2;2;4;4;4;4;4;3;3;3;3;3;3;3
"351690 General Salgado";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"351700 Getulina";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"351710 Glicério";-;-;-;-;-;-;-;-;-;-;-;-;-;4;4;4
"351720 Guaiçara";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"351730 Guaimbê";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"351740 Guaíra";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"351750 Guapiaçu";-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;6
"351760 Guapiara";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"351770 Guará";-;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3
"351780 Guaraçaí";-;-;-;-;-;-;-;1;1;1;1;1;1;1;1;2
"351790 Guaraci";2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;1
"351800 Guarani d'Oeste";5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
"351810 Guarantã";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"351820 Guararapes";-;-;-;-;-;-;-;4;4;4;4;5;5;5;5;5
"351830 Guararema";-;-;-;-;-;-;-;-;1;1;1;1;1;1;1;1
"351840 Guaratinguetá";15;15;15;7;7;7;7;12;12;12;12;12;12;12;13;13
"351850 Guareí";6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6
"351860 Guariba";7;9;9;9;9;9;9;3;3;3;1;1;1;1;1;1
"351870 Guarujá";12;10;12;12;12;12;12;16;16;16;20;40;47;50;50;51
"351880 Guarulhos";54;71;61;60;63;82;85;76;83;86;77;73;73;75;74;67
"351885 Guatapará";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"351890 Guzolândia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"351900 Herculândia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"351905 Holambra";4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;6
"351907 Hortolândia";17;19;15;15;18;21;21;18;18;20;20;20;20;21;28;28
"351910 Iacanga";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"351920 Iacri";5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
"351925 Iaras";3;3;3;3;-;-;-;-;-;-;-;-;-;-;-;-
"351930 Ibaté";4;4;4;4;4;6;6;6;6;6;6;6;6;6;6;6
"351940 Ibirá";7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7
"351950 Ibirarema";-;-;-;-;-;-;-;-;-;2;2;1;1;1;1;2
"351960 Ibitinga";2;2;2;2;2;2;2;2;2;2;4;4;4;4;4;4
"351970 Ibiúna";-;-;-;8;8;31;8;41;41;41;43;43;43;43;113;113
"351980 Icém";3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
"351990 Iepê";2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;8
"352000 Igaraçu do Tietê";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"352010 Igarapava";2;2;2;2;2;2;2;2;2;2;2;2;2;-;-;-
"352020 Igaratá";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"352030 Iguape";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"352042 Ilha Comprida";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"352044 Ilha Solteira";-;-;-;-;-;-;-;-;-;-;-;-;2;2;2;2
"352040 Ilhabela";4;4;4;5;5;5;5;5;5;5;5;5;6;6;6;6
"352050 Indaiatuba";10;62;62;62;62;61;61;61;58;58;62;62;62;63;26;71
"352060 Indiana";6;6;6;6;6;6;6;6;10;10;10;10;13;6;6;6
"352070 Indiaporã";2;2;2;2;2;2;4;4;4;4;4;4;4;4;4;4
"352080 Inúbia Paulista";3;3;3;3;3;3;3;3;3;3;3;5;5;5;5;5
"352090 Ipaussu";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"352100 Iperó";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"352110 Ipeúna";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"352115 Ipiguá";2;2;3;3;3;3;3;3;3;3;8;8;8;8;8;10
"352120 Iporanga";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"352130 Ipuã";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"352140 Iracemápolis";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"352150 Irapuã";3;3;3;3;3;3;-;-;-;-;-;-;-;-;-;-
"352160 Irapuru";-;-;-;6;6;6;6;5;5;5;5;5;5;5;5;5
"352170 Itaberá";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"352180 Itaí";-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;1
"352190 Itajobi";1;1;-;-;-;-;-;1;1;1;1;4;4;10;10;11
"352200 Itaju";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"352210 Itanhaém";9;10;10;10;9;9;7;7;7;7;8;8;9;11;10;10
"352215 Itaóca";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3
"352220 Itapecerica da Serra";2;3;3;5;5;5;5;5;5;5;5;5;5;5;5;6
"352230 Itapetininga";8;20;20;20;20;29;29;29;29;29;29;28;28;28;27;27
"352240 Itapeva";1;-;1;1;9;11;11;12;12;12;12;12;12;12;4;4
"352250 Itapevi";5;5;5;5;5;10;6;6;6;6;10;10;10;11;9;14
"352260 Itapira";21;25;25;25;25;25;5;5;5;5;5;4;4;4;4;4
"352265 Itapirapuã Paulista";3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
"352270 Itápolis";8;8;8;3;3;3;3;3;3;3;3;3;3;3;3;3
"352280 Itaporanga";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"352290 Itapuí";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"352300 Itapura";3;3;3;3;-;-;-;-;-;-;-;-;-;-;-;-
"352310 Itaquaquecetuba";5;5;3;3;3;3;-;2;2;5;5;5;5;5;5;18
"352320 Itararé";3;3;3;3;2;2;1;1;1;1;1;1;1;1;1;1
"352330 Itariri";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"352340 Itatiba";15;22;23;23;23;36;38;39;35;34;35;35;35;33;34;34
"352350 Itatinga";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"352360 Itirapina";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"352370 Itirapuã";-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;3
"352380 Itobi";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"352390 Itu";17;19;20;28;30;32;36;36;46;46;43;45;47;46;42;42
"352400 Itupeva";6;8;8;8;8;8;8;11;11;11;11;11;11;11;11;12
"352410 Ituverava";2;2;2;2;2;2;2;7;7;7;7;7;7;7;7;7
"352420 Jaborandi";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"352430 Jaboticabal";7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7
"352440 Jacareí";11;11;14;19;18;20;19;12;12;12;12;12;12;27;27;25
"352450 Jaci";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"352460 Jacupiranga";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"352470 Jaguariúna";3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;20
"352480 Jales";9;12;12;12;12;12;12;33;33;33;33;27;27;15;15;16
"352490 Jambeiro";1;1;1;1;1;1;1;1;-;1;1;1;1;1;1;1
"352500 Jandira";12;14;14;18;18;18;18;18;13;13;13;5;5;5;5;5
"352510 Jardinópolis";4;4;2;2;2;2;7;7;7;7;-;-;-;-;-;-
"352520 Jarinu";2;2;2;2;2;2;2;-;-;-;-;-;-;-;-;-
"352530 Jaú";7;16;20;22;19;18;22;30;30;30;32;32;33;40;42;37
"352540 Jeriquara";3;3;3;3;3;3;3;3;3;3;3;3;3;3;6;6
"352550 Joanópolis";4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"352560 João Ramalho";-;-;-;-;-;-;-;-;-;4;4;4;4;4;4;4
"352570 José Bonifácio";1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;3
"352580 Júlio Mesquita";3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
"352585 Jumirim";-;-;-;2;2;2;2;2;2;2;2;2;2;2;2;2
"352590 Jundiaí";54;59;60;50;51;54;54;55;56;56;54;51;56;58;65;68
"352600 Junqueirópolis";2;2;2;2;2;2;8;10;10;10;10;10;10;10;10;10
"352610 Juquiá";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"352620 Juquitiba";1;1;1;1;1;1;1;2;2;2;2;2;1;-;-;-
"352630 Lagoinha";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"352640 Laranjal Paulista";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"352650 Lavínia";3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"352660 Lavrinhas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"352670 Leme";1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"352680 Lençóis Paulista";4;4;15;15;15;15;15;15;15;15;15;15;15;15;15;15
"352690 Limeira";36;17;17;17;17;22;22;24;24;24;24;24;25;26;33;32
"352700 Lindóia";-;-;-;-;2;2;2;2;2;2;2;2;2;2;2;2
"352710 Lins";1;2;2;2;2;2;1;1;4;5;5;7;9;9;9;9
"352720 Lorena";3;3;3;3;4;4;4;4;4;7;8;19;19;19;20;20
"352725 Lourdes";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"352730 Louveira";-;-;-;-;-;4;7;3;3;3;3;3;3;3;3;-
"352740 Lucélia";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;7
"352750 Lucianópolis";-;-;-;-;-;-;-;-;2;2;2;2;2;2;2;2
"352760 Luís Antônio";6;6;6;6;6;6;6;6;6;6;6;6;6;6;4;4
"352770 Luiziânia";1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"352780 Lupércio";4;4;4;2;2;2;2;2;2;2;2;2;2;2;2;2
"352790 Lutécia";4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
"352800 Macatuba";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"352810 Macaubal";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"352820 Macedônia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"352830 Magda";3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
"352840 Mairinque";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"352850 Mairiporã";1;1;1;1;1;1;1;1;1;1;1;1;-;-;-;-
"352860 Manduri";-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;2
"352870 Marabá Paulista";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"352880 Maracaí";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"352885 Marapoama";2;2;2;2;2;2;2;4;4;4;4;4;4;4;4;4
"352890 Mariápolis";2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1
"352900 Marília";13;13;13;13;13;10;8;10;18;18;22;27;29;30;31;32
"352910 Marinópolis";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"352920 Martinópolis";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"352930 Matão";-;1;2;2;2;7;7;7;7;10;10;10;10;10;10;10
"352940 Mauá";45;49;50;50;53;53;53;47;38;43;40;38;38;37;37;37
"352950 Mendonça";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"352960 Meridiano";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"352965 Mesópolis";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"352970 Miguelópolis";-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2
"352980 Mineiros do Tietê";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"353000 Mira Estrela";11;11;11;13;13;13;13;13;13;13;13;13;13;13;13;13
"352990 Miracatu";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"353010 Mirandópolis";8;6;6;6;6;6;6;2;-;-;-;-;-;-;-;-
"353020 Mirante do Paranapanema";2;2;2;2;2;2;2;2;2;4;4;4;4;4;4;5
"353030 Mirassol";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"353040 Mirassolândia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"353050 Mococa";2;2;2;2;2;2;2;2;2;2;2;2;2;2;8;8
"353060 Mogi das Cruzes";22;22;18;23;26;27;25;30;34;34;30;41;46;46;48;59
"353070 Mogi Guaçu";17;20;20;20;20;24;24;38;38;38;21;21;21;21;21;33
"353080 Mogi Mirim";7;7;13;24;15;15;15;15;17;17;17;15;9;9;8;12
"353090 Mombuca";3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
"353100 Monções";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"353110 Mongaguá";3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
"353120 Monte Alegre do Sul";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"353130 Monte Alto";3;3;3;3;3;3;3;3;3;3;3;3;2;2;2;2
"353140 Monte Aprazível";-;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
"353150 Monte Azul Paulista";2;2;2;2;3;3;3;3;3;3;3;3;3;3;1;1
"353160 Monte Castelo";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"353180 Monte Mor";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"353170 Monteiro Lobato";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"353190 Morro Agudo";5;5;5;5;5;3;3;3;2;2;2;2;2;7;7;9
"353200 Morungaba";5;5;5;5;5;5;8;8;8;8;3;3;3;3;9;3
"353205 Motuca";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"353210 Murutinga do Sul";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"353215 Nantes";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"353220 Narandiba";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"353230 Natividade da Serra";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"353240 Nazaré Paulista";5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
"353250 Neves Paulista";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"353260 Nhandeara";-;-;-;-;-;-;1;1;1;1;1;1;1;1;1;1
"353270 Nipoã";3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
"353280 Nova Aliança";8;8;8;8;-;-;2;2;2;2;2;2;2;2;-;-
"353282 Nova Campina";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"353284 Nova Canaã Paulista";2;2;2;2;2;2;2;2;-;-;-;-;-;-;1;1
"353286 Nova Castilho";-;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"353290 Nova Europa";8;8;3;3;3;3;3;3;3;3;3;3;3;3;3;3
"353300 Nova Granada";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"353310 Nova Guataporanga";9;9;9;9;9;9;9;9;9;9;9;-;-;-;-;-
"353320 Nova Independência";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"353330 Nova Luzitânia";6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6
"353340 Nova Odessa";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"353325 Novais";-;-;-;-;-;-;-;-;-;-;-;-;4;5;5;6
"353350 Novo Horizonte";1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2
"353360 Nuporanga";-;-;-;-;-;-;-;4;4;4;4;4;4;4;4;4
"353370 Ocauçu";3;3;3;5;5;5;5;5;5;5;5;5;7;7;7;7
"353380 Óleo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"353390 Olímpia";5;6;6;7;8;8;8;8;9;9;14;13;13;12;21;21
"353400 Onda Verde";3;3;-;3;3;3;3;3;3;10;10;10;10;10;10;10
"353410 Oriente";4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
"353420 Orindiúva";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"353430 Orlândia";4;4;4;2;2;2;4;12;12;11;11;11;11;11;11;11
"353440 Osasco";25;31;46;64;72;76;93;95;105;105;112;116;139;144;156;149
"353450 Oscar Bressane";5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
"353460 Osvaldo Cruz";-;-;-;-;-;-;-;-;5;5;5;5;5;5;5;5
"353470 Ourinhos";17;22;21;21;22;25;24;28;30;30;29;32;32;25;18;19
"353480 Ouro Verde";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"353475 Ouroeste";-;-;-;-;-;-;3;3;3;3;3;3;3;3;3;5
"353490 Pacaembu";-;-;-;-;-;2;2;2;2;2;2;2;2;2;2;2
"353500 Palestina";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"353510 Palmares Paulista";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"353520 Palmeira d'Oeste";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"353530 Palmital";-;-;-;-;1;1;1;1;1;1;1;2;2;2;2;2
"353540 Panorama";-;-;2;4;4;4;4;4;6;6;6;6;6;6;6;8
"353550 Paraguaçu Paulista";5;5;5;6;6;6;6;6;6;6;6;6;6;6;6;6
"353560 Paraibuna";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"353570 Paraíso";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"353580 Paranapanema";-;-;-;-;-;2;2;2;2;2;-;-;-;-;-;-
"353590 Paranapuã";4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
"353600 Parapuã";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"353610 Pardinho";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"353620 Pariquera-Açu";-;-;-;-;-;-;-;1;1;1;-;-;-;-;-;-
"353625 Parisi";1;1;1;3;3;3;3;3;3;3;3;3;3;3;3;3
"353630 Patrocínio Paulista";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"353640 Paulicéia";3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
"353650 Paulínia";1;5;7;7;7;10;14;17;17;16;16;16;17;17;17;14
"353657 Paulistânia";-;-;-;-;-;-;-;-;-;-;-;5;5;5;5;5
"353660 Paulo de Faria";1;1;1;1;1;1;1;6;6;6;6;6;6;6;6;6
"353670 Pederneiras";-;1;1;1;1;3;3;3;3;3;3;3;3;3;3;3
"353680 Pedra Bela";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"353690 Pedranópolis";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"353700 Pedregulho";5;5;5;5;5;5;5;5;5;5;4;4;4;4;4;4
"353710 Pedreira";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"353715 Pedrinhas Paulista";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"353720 Pedro de Toledo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"353730 Penápolis";-;-;-;-;-;-;-;1;1;1;1;1;1;1;-;-
"353740 Pereira Barreto";-;-;-;-;-;-;2;2;2;2;6;6;4;4;4;4
"353750 Pereiras";8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8
"353760 Peruíbe";3;3;3;3;3;3;3;3;3;3;4;4;4;4;4;4
"353770 Piacatu";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"353780 Piedade";-;-;-;-;1;1;1;1;7;7;6;6;6;6;6;6
"353790 Pilar do Sul";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"353800 Pindamonhangaba";10;11;11;9;9;8;8;8;8;8;8;8;8;8;8;9
"353810 Pindorama";4;4;4;4;4;4;4;4;4;4;4;4;4;7;7;7
"353820 Pinhalzinho";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"353830 Piquerobi";3;3;3;3;3;3;3;3;3;3;3;3;3;3;6;6
"353850 Piquete";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"353860 Piracaia";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5
"353870 Piracicaba";25;25;25;26;47;49;49;49;52;52;54;55;52;51;51;51
"353880 Piraju";-;-;-;-;1;1;1;1;1;1;1;1;1;1;3;3
"353890 Pirajuí";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"353900 Pirangi";3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
"353910 Pirapora do Bom Jesus";3;3;3;3;1;1;1;3;3;3;3;3;3;3;3;3
"353920 Pirapozinho";2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;1
"353930 Pirassununga";13;15;8;8;8;8;6;7;9;9;9;9;66;66;68;83
"353940 Piratininga";-;-;-;-;-;1;1;1;1;1;1;1;1;1;1;1
"353950 Pitangueiras";3;3;3;5;5;5;7;7;7;9;9;9;7;8;8;8
"353960 Planalto";2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
"353970 Platina";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"353980 Poá";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"353990 Poloni";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"354000 Pompéia";4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
"354010 Pongaí";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"354020 Pontal";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"354025 Pontalinda";6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6
"354030 Pontes Gestal";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"354040 Populina";3;3;3;2;2;2;2;2;2;-;-;-;-;-;-;-
"354050 Porangaba";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"354060 Porto Feliz";2;2;2;6;6;6;2;2;2;2;2;2;2;2;2;7
"354070 Porto Ferreira";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"354075 Potim";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"354080 Potirendaba";5;5;5;5;5;5;5;10;10;10;10;10;10;10;10;10
"354085 Pracinha";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
