CNES - Recursos Humanos - Ocupações - segundo CBO 1994 - Brasil
Total por Município e Ano/mês compet.
Médicos: 06105-Em geral (clínico geral)
Período:Dez/2005, Dez/2006
"Município";"2005/Dez";"2006/Dez"
"431700 Santana da Boa Vista";20;16
"431740 Santiago";32;34
"431750 Santo Ângelo";128;130
"431760 Santo Antônio da Patrulha";22;18
"431770 Santo Antônio das Missões";10;7
"431775 Santo Antônio do Planalto";3;2
"431780 Santo Augusto";17;17
"431790 Santo Cristo";16;16
"431795 Santo Expedito do Sul";3;-
"431800 São Borja";18;14
"431805 São Domingos do Sul";5;5
"431810 São Francisco de Assis";11;10
"431820 São Francisco de Paula";36;37
"431830 São Gabriel";39;43
"431840 São Jerônimo";20;17
"431842 São João da Urtiga";2;2
"431843 São João do Polêsine";2;3
"431844 São Jorge";2;1
"431846 São José do Herval";6;2
"431848 São José do Hortêncio";-;2
"431849 São José do Inhacorá";3;3
"431850 São José do Norte";10;10
"431860 São José do Ouro";7;11
"431861 São José do Sul";3;4
"431862 São José dos Ausentes";2;2
"431870 São Leopoldo";69;80
"431880 São Lourenço do Sul";43;38
"431890 São Luiz Gonzaga";26;28
"431900 São Marcos";11;11
"431910 São Martinho";7;7
"431912 São Martinho da Serra";2;2
"431915 São Miguel das Missões";11;11
"431920 São Nicolau";1;1
"431930 São Paulo das Missões";7;7
"431935 São Pedro da Serra";-;1
"431936 São Pedro das Missões";1;1
"431937 São Pedro do Butiá";1;1
"431940 São Pedro do Sul";9;11
"431950 São Sebastião do Caí";21;23
"431960 São Sepé";8;11
"431970 São Valentim";2;1
"431971 São Valentim do Sul";1;1
"431973 São Valério do Sul";1;-
"431975 São Vendelino";2;2
"431980 São Vicente do Sul";10;11
"431990 Sapiranga";70;50
"432000 Sapucaia do Sul";93;52
"432010 Sarandi";8;8
"432020 Seberi";8;10
"432023 Sede Nova";1;1
"432026 Segredo";4;3
"432030 Selbach";4;6
"432032 Senador Salgado Filho";2;2
"432035 Sentinela do Sul";1;1
"432040 Serafina Corrêa";16;21
"432045 Sério";4;3
"432050 Sertão";5;7
"432055 Sertão Santana";5;6
"432057 Sete de Setembro";1;1
"432060 Severiano de Almeida";6;4
"432065 Silveira Martins";3;3
"432067 Sinimbu";9;5
"432070 Sobradinho";17;18
"432080 Soledade";8;12
"432085 Tabaí";3;3
"432090 Tapejara";9;9
"432100 Tapera";16;15
"432110 Tapes";15;15
"432120 Taquara";84;82
"432130 Taquari";10;14
"432132 Taquaruçu do Sul";5;2
"432135 Tavares";1;1
"432140 Tenente Portela";5;10
"432143 Terra de Areia";1;1
"432145 Teutônia";29;30
"432146 Tio Hugo";1;1
"432147 Tiradentes do Sul";2;2
"432149 Toropi";1;1
"432150 Torres";24;30
"432160 Tramandaí";21;23
"432162 Travesseiro";-;1
"432163 Três Arroios";6;6
"432166 Três Cachoeiras";5;6
"432170 Três Coroas";13;16
"432180 Três de Maio";25;14
"432183 Três Forquilhas";1;1
"432190 Três Passos";48;48
"432195 Trindade do Sul";3;2
"432200 Triunfo";12;14
"432210 Tucunduva";2;4
"432218 Tupanci do Sul";2;1
"432220 Tupanciretã";8;7
"432225 Tupandi";1;1
"432230 Tuparendi";12;12
"432232 Turuçu";-;1
"432234 Ubiretama";2;2
"432235 União da Serra";1;1
"432237 Unistalda";3;3
"432240 Uruguaiana";48;62
"432250 Vacaria";40;39
"432253 Vale do Sol";7;5
"432254 Vale Real";1;1
"432255 Vanini";1;1
"432260 Venâncio Aires";43;54
"432270 Vera Cruz";12;14
"432280 Veranópolis";10;13
"432285 Vespasiano Correa";1;-
"432290 Viadutos";6;7
"432300 Viamão";113;99
"432310 Vicente Dutra";4;4
"432320 Victor Graeff";3;4
"432330 Vila Flores";4;4
"432335 Vila Lângaro";1;1
"432340 Vila Maria";1;3
"432345 Vila Nova do Sul";1;1
"432350 Vista Alegre";2;2
"432360 Vista Alegre do Prata";1;1
"432370 Vista Gaúcha";4;6
"432377 Westfalia";1;1
"432380 Xangri-lá";5;3
"500020 Água Clara";4;2
"500025 Alcinópolis";1;1
"500060 Amambai";9;11
"500070 Anastácio";8;8
"500080 Anaurilândia";5;5
"500085 Angélica";2;2
"500090 Antônio João";2;2
"500100 Aparecida do Taboado";8;8
"500110 Aquidauana";37;38
"500124 Aral Moreira";4;3
"500150 Bandeirantes";1;1
"500190 Bataguassu";7;5
"500200 Batayporã";6;6
"500210 Bela Vista";9;9
"500215 Bodoquena";4;4
"500220 Bonito";2;1
"500230 Brasilândia";5;9
"500240 Caarapó";12;13
"500260 Camapuã";6;7
"500270 Campo Grande";291;385
"500280 Caracol";3;-
"500290 Cassilândia";11;9
"500295 Chapadão do Sul";2;3
"500310 Corguinho";2;3
"500315 Coronel Sapucaia";3;3
"500320 Corumbá";63;66
"500325 Costa Rica";3;2
"500330 Coxim";21;25
"500345 Deodápolis";8;10
"500348 Dois Irmãos do Buriti";1;4
"500350 Douradina";4;1
"500370 Dourados";67;66
"500375 Eldorado";6;6
"500380 Fátima do Sul";12;22
"500400 Glória de Dourados";10;10
"500410 Guia Lopes da Laguna";3;2
"500430 Iguatemi";9;4
"500440 Inocência";3;3
"500450 Itaporã";4;4
"500460 Itaquiraí";1;2
"500470 Ivinhema";4;7
"500480 Japorã";1;1
"500490 Jaraguari";1;1
"500500 Jardim";31;27
"500510 Jateí";3;3
"500515 Juti";2;2
"500520 Ladário";6;6
"500525 Laguna Carapã";2;3
"500540 Maracaju";27;17
"500560 Miranda";10;11
"500568 Mundo Novo";11;10
"500570 Naviraí";21;15
"500580 Nioaque";2;3
"500600 Nova Alvorada do Sul";1;-
"500620 Nova Andradina";37;33
"500625 Novo Horizonte do Sul";3;6
"500630 Paranaíba";18;18
"500635 Paranhos";6;6
"500640 Pedro Gomes";4;4
"500660 Ponta Porã";19;13
"500690 Porto Murtinho";3;3
"500710 Ribas do Rio Pardo";6;5
"500720 Rio Brilhante";22;24
"500730 Rio Negro";2;1
"500740 Rio Verde de Mato Grosso";8;5
"500750 Rochedo";1;1
"500755 Santa Rita do Pardo";4;4
"500769 São Gabriel do Oeste";24;10
"500780 Selvíria";3;3
"500770 Sete Quedas";8;2
"500790 Sidrolândia";11;15
"500793 Sonora";8;8
"500795 Tacuru";2;2
"500797 Taquarussu";3;2
"500800 Terenos";-;1
"500830 Três Lagoas";21;25
"500840 Vicentina";3;3
"510010 Acorizal";1;1
"510020 Água Boa";18;14
"510025 Alta Floresta";20;16
"510030 Alto Araguaia";5;5
"510040 Alto Garças";2;-
"510050 Alto Paraguai";2;2
"510060 Alto Taquari";2;3
"510080 Apiacás";1;1
"510100 Araguaiana";1;3
"510125 Araputanga";5;5
"510130 Arenápolis";4;5
"510140 Aripuanã";2;3
"510160 Barão de Melgaço";1;1
"510170 Barra do Bugres";15;13
"510180 Barra do Garças";31;33
"510250 Cáceres";23;20
"510260 Campinápolis";4;1
"510263 Campo Novo do Parecis";14;5
"510267 Campo Verde";4;10
"510268 Campos de Júlio";1;1
"510269 Canabrava do Norte";-;1
"510270 Canarana";7;6
"510279 Carlinda";4;3
"510285 Castanheira";1;1
"510300 Chapada dos Guimarães";1;3
"510305 Cláudia";6;2
"510310 Cocalinho";2;1
"510320 Colíder";10;15
"510325 Colniza";2;1
"510330 Comodoro";3;5
"510335 Confresa";9;7
"510336 Conquista D'Oeste";-;1
"510337 Cotriguaçu";1;1
"510340 Cuiabá";406;498
"510345 Denise";1;3
"510350 Diamantino";12;10
"510360 Dom Aquino";1;1
"510370 Feliz Natal";2;2
"510385 Gaúcha do Norte";5;4
"510390 General Carneiro";3;2
"510395 Glória D'Oeste";1;-
"510410 Guarantã do Norte";5;5
"510420 Guiratinga";3;3
"510454 Itanhangá";-;2
"510455 Itaúba";3;3
"510480 Jaciara";6;6
"510490 Jangada";1;1
"510500 Jauru";2;2
"510510 Juara";9;9
"510515 Juína";15;16
"510517 Juruena";2;2
"510525 Lucas do Rio Verde";13;14
"510530 Luciara";-;1
"510558 Marcelândia";2;2
"510560 Matupá";7;9
"510562 Mirassol d'Oeste";9;11
"510590 Nobres";5;5
"510600 Nortelândia";2;2
"510610 Nossa Senhora do Livramento";1;1
"510615 Nova Bandeirantes";1;2
"510620 Nova Brasilândia";3;1
"510621 Nova Canaã do Norte";4;3
"510880 Nova Guarita";-;1
"510618 Nova Lacerda";1;1
"510890 Nova Maringá";1;1
"510895 Nova Monte Verde";2;2
"510622 Nova Mutum";6;6
"510617 Nova Nazaré";-;1
"510623 Nova Olímpia";8;5
"510619 Nova Santa Helena";1;1
"510624 Nova Ubiratã";1;2
"510625 Nova Xavantina";1;3
"510627 Novo Horizonte do Norte";1;1
"510626 Novo Mundo";1;1
"510629 Paranaíta";6;3
"510630 Paranatinga";1;4
"510637 Pedra Preta";5;5
"510642 Peixoto de Azevedo";3;4
"510650 Poconé";5;7
"510665 Pontal do Araguaia";1;1
"510670 Ponte Branca";-;2
"510675 Pontes e Lacerda";7;11
"510677 Porto Alegre do Norte";4;4
"510680 Porto dos Gaúchos";1;2
"510704 Primavera do Leste";20;25
"510706 Querência";12;7
"510718 Ribeirão Cascalheira";4;4
"510719 Ribeirãozinho";3;2
"510760 Rondonópolis";57;79
"510770 Rosário Oeste";1;2
"510724 Santa Carmem";1;1
"510776 Santa Rita do Trivelato";1;1
"510777 Santa Terezinha";1;-
"510726 Santo Afonso";2;2
"510779 Santo Antônio do Leste";1;1
"510780 Santo Antônio do Leverger";9;3
"510785 São Félix do Araguaia";6;5
"510729 São José do Povo";2;3
"510730 São José do Rio Claro";4;4
"510710 São José dos Quatro Marcos";6;4
"510787 Sapezal";2;4
"510790 Sinop";15;10
"510792 Sorriso";23;26
"510794 Tabaporã";2;2
"510795 Tangará da Serra";33;31
"510800 Tapurah";2;2
"510805 Terra Nova do Norte";2;3
"510810 Tesouro";1;-
"510820 Torixoréu";1;2
"510830 União do Sul";-;1
"510840 Várzea Grande";80;91
"510850 Vera";3;5
"510550 Vila Bela da Santíssima Trindade";4;1
"510860 Vila Rica";7;9
"520005 Abadia de Goiás";2;2
"520010 Abadiânia";-;9
"520013 Acreúna";6;6
"520015 Adelândia";3;3
"520017 Água Fria de Goiás";3;-
"520020 Água Limpa";-;1
"520025 Águas Lindas de Goiás";35;17
"520030 Alexânia";3;7
"520050 Aloândia";1;1
"520055 Alto Horizonte";1;1
"520060 Alto Paraíso de Goiás";3;3
"520080 Alvorada do Norte";2;-
"520085 Americano do Brasil";5;5
"520090 Amorinópolis";5;5
"520110 Anápolis";195;199
"520120 Anhanguera";1;-
"520130 Anicuns";12;13
"520140 Aparecida de Goiânia";62;79
"520145 Aparecida do Rio Doce";2;1
"520150 Aporé";2;2
"520160 Araçu";1;1
"520170 Aragarças";4;4
"520180 Aragoiânia";2;2
"520215 Araguapaz";1;1
"520235 Arenópolis";3;3
"520250 Aruanã";2;2
"520260 Aurilândia";3;3
"520280 Avelinópolis";1;1
"520310 Baliza";1;1
"520320 Barro Alto";2;2
"520330 Bela Vista de Goiás";15;12
"520340 Bom Jardim de Goiás";5;5
"520350 Bom Jesus de Goiás";9;6
"520355 Bonfinópolis";9;5
"520357 Bonópolis";1;-
"520360 Brazabrantes";7;7
"520380 Britânia";3;2
"520390 Buriti Alegre";6;5
"520393 Buriti de Goiás";3;3
"520400 Cabeceiras";3;3
"520410 Cachoeira Alta";4;4
"520420 Cachoeira de Goiás";3;2
"520425 Cachoeira Dourada";7;3
"520430 Caçu";4;2
"520440 Caiapônia";7;8
"520450 Caldas Novas";52;74
"520455 Caldazinha";2;2
"520460 Campestre de Goiás";1;1
"520465 Campinaçu";3;1
"520470 Campinorte";2;2
"520480 Campo Alegre de Goiás";4;3
"520485 Campo Limpo de Goiás";2;2
"520490 Campos Belos";8;5
"520495 Campos Verdes";5;-
"520500 Carmo do Rio Verde";3;1
"520505 Castelândia";3;1
"520510 Catalão";65;56
"520520 Caturaí";3;2
"520530 Cavalcante";2;2
"520540 Ceres";17;16
"520545 Cezarina";3;3
"520547 Chapadão do Céu";1;2
"520549 Cidade Ocidental";13;16
"520551 Cocalzinho de Goiás";10;6
"520552 Colinas do Sul";4;4
"520570 Córrego do Ouro";1;1
"520580 Corumbá de Goiás";2;3
"520590 Corumbaíba";3;3
"520620 Cristalina";15;13
"520630 Cristianópolis";4;3
"520640 Crixás";18;18
"520650 Cromínia";4;3
"520660 Cumari";7;3
"520670 Damianópolis";2;2
"520680 Damolândia";4;4
"520690 Davinópolis";1;1
"520710 Diorama";3;3
"520830 Divinópolis de Goiás";1;-
"520725 Doverlândia";4;4
"520735 Edealina";2;2
"520740 Edéia";9;6
"520750 Estrela do Norte";2;-
"520753 Faina";1;1
"520760 Fazenda Nova";9;5
"520780 Firminópolis";15;15
"520790 Flores de Goiás";3;-
"520800 Formosa";15;16
"520810 Formoso";2;1
"520815 Gameleira de Goiás";1;1
"520840 Goianápolis";4;-
"520850 Goiandira";10;6
"520860 Goianésia";79;68
"520870 Goiânia";589;617
"520880 Goianira";5;5
"520890 Goiás";15;14
"520910 Goiatuba";7;13
"520915 Gouvelândia";1;1
"520929 Guaraíta";1;1
"520940 Guarani de Goiás";1;1
"520945 Guarinos";1;1
"520960 Heitoraí";2;2
"520970 Hidrolândia";3;2
"520980 Hidrolina";2;2
"520990 Iaciara";1;1
"520993 Inaciolândia";2;-
"520995 Indiara";7;7
"521000 Inhumas";38;38
"521010 Ipameri";23;15
"521015 Ipiranga de Goiás";-;1
"521020 Iporá";31;27
"521030 Israelândia";3;3
"521040 Itaberaí";11;10
"521056 Itaguari";1;1
"521060 Itaguaru";3;2
"521080 Itajá";2;2
"521090 Itapaci";3;4
"521100 Itapirapuã";3;3
"521120 Itapuranga";28;26
"521130 Itarumã";1;1
"521140 Itauçu";10;10
"521150 Itumbiara";14;18
"521160 Ivolândia";3;3
"521170 Jandaia";2;2
"521180 Jaraguá";24;16
"521190 Jataí";39;44
"521200 Jaupaci";6;6
"521205 Jesúpolis";3;4
"521210 Joviânia";5;2
"521220 Jussara";13;19
"521225 Lagoa Santa";1;-
"521230 Leopoldo de Bulhões";7;7
"521250 Luziânia";42;33
"521260 Mairipotaba";1;1
"521270 Mambaí";4;2
"521280 Mara Rosa";13;13
"521290 Marzagão";2;2
"521295 Matrinchã";1;1
"521300 Maurilândia";3;2
"521305 Mimoso de Goiás";1;-
"521308 Minaçu";8;5
"521310 Mineiros";19;14
"521340 Moiporá";3;3
"521370 Montes Claros de Goiás";7;7
"521375 Montividiu";3;3
"521377 Montividiu do Norte";1;-
"521380 Morrinhos";20;12
"521385 Morro Agudo de Goiás";2;2
"521390 Mossâmedes";2;2
"521400 Mozarlândia";1;1
"521405 Mundo Novo";2;2
"521410 Mutunópolis";2;1
"521440 Nazário";7;7
"521450 Nerópolis";10;11
"521460 Niquelândia";25;18
"521470 Nova América";1;1
"521480 Nova Aurora";1;1
"521486 Nova Glória";5;5
"521490 Nova Roma";2;2
"521500 Nova Veneza";8;8
"521520 Novo Brasil";2;2
"521525 Novo Planalto";1;-
"521530 Orizona";4;3
"521540 Ouro Verde de Goiás";1;1
"521550 Ouvidor";8;4
"521560 Padre Bernardo";5;5
"521565 Palestina de Goiás";5;5
"521570 Palmeiras de Goiás";7;8
"521580 Palmelo";6;2
"521590 Palminópolis";1;1
"521600 Panamá";1;1
"521640 Paraúna";7;9
"521680 Petrolina de Goiás";4;4
"521690 Pilar de Goiás";1;1
"521710 Piracanjuba";14;8
"521720 Piranhas";12;12
"521730 Pirenópolis";24;14
"521740 Pires do Rio";13;14
"521760 Planaltina";8;5
"521770 Pontalina";12;8
"521800 Porangatu";17;14
"521805 Porteirão";1;1
"521810 Portelândia";6;6
"521830 Posse";24;6
"521839 Professor Jamil";1;2
"521850 Quirinópolis";14;11
"521860 Rialma";3;2
"521870 Rianápolis";2;2
"521878 Rio Quente";1;2
"521880 Rio Verde";39;39
"521890 Rubiataba";9;9
"521900 Sanclerlândia";3;4
"521910 Santa Bárbara de Goiás";6;5
"521920 Santa Cruz de Goiás";3;3
"521925 Santa Fé de Goiás";2;2
"521930 Santa Helena de Goiás";20;20
"521935 Santa Isabel";2;2
"521940 Santa Rita do Araguaia";1;1
"521950 Santa Rosa de Goiás";1;1
"521960 Santa Tereza de Goiás";3;1
"521970 Santa Terezinha de Goiás";2;1
"521971 Santo Antônio da Barra";2;1
"521973 Santo Antônio de Goiás";5;5
"521975 Santo Antônio do Descoberto";10;8
"521990 São Francisco de Goiás";2;2
"522000 São João d'Aliança";2;1
"522010 São Luís de Montes Belos";19;20
"522015 São Luíz do Norte";7;-
"522020 São Miguel do Araguaia";21;6
"522026 São Miguel do Passa Quatro";2;2
"522040 São Simão";4;4
"522045 Senador Canedo";25;4
"522050 Serranópolis";3;3
"522060 Silvânia";11;7
"522068 Simolândia";4;4
"522070 Sítio d'Abadia";1;1
"522100 Taquaral de Goiás";5;5
"522119 Terezópolis de Goiás";3;9
"522130 Três Ranchos";2;2
"522140 Trindade";77;46
"522145 Trombas";6;2
"522150 Turvânia";6;6
"522155 Turvelândia";1;1
"522157 Uirapuru";4;3
"522160 Uruaçu";4;3
"522170 Uruana";3;2
"522180 Urutaí";4;1
"522185 Valparaíso de Goiás";23;27
"522190 Varjão";1;1
"522200 Vianópolis";2;2
"522205 Vicentinópolis";2;2
"522220 Vila Boa";1;1
"522230 Vila Propício";1;2
"530010 Brasília";889;1096
"Total";78722;84176
 Fonte: Ministério da Saúde - Cadastro Nacional dos Estabelecimentos de Saúde do Brasil - CNES
